Unnamed: 0,meta.movie_name,meta.character_name,meta.gender,text
11257,despicable me 2,GRU,m,"no , no , no ! what do you mean she 's not coming ? ! i have a backyard full of these little who are counting on a visit from a fairy princess ! ah ! hurts ! ah ! stop it ! despicable me 2 cinco & amp ; ken draft 4. listen ! i do n't want a refund ! i want a fairy princess ... please ! please , i am begging you . you know what ? i hope that you can sleep at night , you crusher of little ' dreams ! ! ! any minute now ! stall them . aaaaaahh ! it is i , ... zinkerbell ! the most magical fairy princess of all ! and i am here to wish princess a very happy birthday ! because my house is made of candy and sometimes i eat instead of facing my problems . okay ! time for cake ! you are welcome , little girl . hello , . no , no , no , get off of the limb right now . no limb . no , jill 's , that is not happening . seriously . i 'm fine . no . i 'm sorry . i did not see you there . or there . kyle ... kyle ! ky -- kyle ! no , do not do your business on the petunias ! there you go . those are fred 's . go crazy . good boy . wha ? i did n't ... what ... yes ? oh , sorry , i -- freeze ray ! ugh ... ooh ... what ... where ... ah ... oh , foot 's asleep ... ah ... pins and needles ... ehhh ... okay , this is bogus ! i do n't know who you people think you are , but -- first of all , you 've got no proof that i did that . second , after i did do that , i put it back ! i do n't care . hmm , you usually do n't see that in bunnies . ha ! a mall ? okay , i see where this is going , with all the mission impossible stuff , but no . no ! i am a father now . and a legitimate businessman . i am developing a line of delicious jams and jellies . oh , attitude ! that 's right ! so thanks , but no thanks . and here 's a tip -- instead of tasing people and kidnapping them , maybe you should just give them a call ! good day , mr. sheepsbutt ! oh , yeah , like that 's any better ! hey , i told you guys to get to bed . what ? yeah , well , she is a nutjob . and i 'm not going on any date . hey lisa , i was wondering if you -- scared ? of what ? women ? ! no , that 's bonkers ! i just -- i have no interest in going on a date , that 's all . case closed . i 'm not scared -- of women ... or dates ... let 's go to bed . goodnight , . goodnight , . whoa , whoa , whoa , whoa ! well , hold the horses . who are you texting ? avery ... avery ? is that a girl 's name or a boy 's name ? no , no , it does n't matter ... unless it 's a boy ! uh ... oooh ... you ... do ? oh , yes ... goodnight , . never get older . hey , tim , nice haircut ! donnie , hang in there , baby ! it 's almost friday . so , how 's today 's batch , dr. nefario ? that tastes good ... love the flavor of that ... no ! no ! oh , we 're making great progress ! here , try some of this . whoa ... okay , just because everybody hates it does n't mean it 's not good . what ? what 's wrong ? well , i 'm also considering a line of jams ... dr. nefario ! come on , you 're kidding , right ? very well . let us give you the proper send-off . minions ! the highest honor awarded . to dr. nefario for your years of service . the twenty-one fart gun salute ! good morning , ! i have an announcement to make . ummm ... bruce willis . okay , what are you doing ? oh , okay ... what ? ! no , no , no , no , no , no , no , no , no . no ! stop ! no one is ever getting out there ! ever ! okay , now for the announcement : i have accepted a new job . yes , i have been recruited by a top secret agency to go undercover and save the world ! that 's right , baby ! 's back in the game ! with gadgets and weapons and cool cars ... the whole deal . yes . yes i am . hm . `` bake my day . '' blech . alright , here is the cupcake recipe i got off the internet . and do n't go nuts with the sprinkles ! alright , alright . i got it . i got it ! ... stop it ! okay , that 's weird -- why are you here ? what ? ! no , no `` yay . '' ramsbottom did n't say anything about a partner . yes , he 's one of my minions . ... earth to ! you can leave now . now , what do we got ? who 's on the list ? fire ` em at me . no . not her . i do n't think so . . and this is . and we are closed . look away ! . but it could n't be ... that guy looks exactly like a villain named . from about twenty years ago . he was ruthless . he was dangerous . and as the name implies , very macho . he had a reputation for pulling off heists using only his bare hands . ah , but sadly , like all the greats , was gone too soon . he died in the most macho way possible . riding a shark with 250 pounds of dynamite strapped to his chest into the mouth of an active volcano . it was glorious . they never found the body . oh no . all that was ever retrieved was a pile of singed chest hair . but ... that face . it has got to be . yes , that 's good , because i 'm telling you -- if anybody in this place has the px-41 serum ... ... it 's him . alright , alright , homework done , pajamas on , teeth brushed , time for bed . i just ... i have a lot of work to do . very important business . so ... hugs , kisses ... ... good night , sleep tight , do n't let the bedbugs blah-blah-blah-blah- blah -- fine , fine ... let me hear it . quickly . wow ! that was ... something else . i really liked the way you smiled at the end . let 's try this one more time , but a teensy bit less like a zombie , okay ? perfect ! time to go ! well , what do you mean ? why not ? well , you do n't need one to do the show . i mean , you did the veterans day pageant and you have n't been in combat . okay , well , then ... maybe you can just use your imagination . yes , right . you can do that , ca n't you ? alright , hey , hey -- no , no , no , no ! hey , please ! , jerry , watch the for me , okay ? , -- come this way . with me ! come on ! we 're stealth ninjas . we make no sound . alright , , you 're going down . what ? what are you doing ? it 's a restaurant ! there are no booby traps ! ha ! some guard dog . aaaaaaaaaaaaaaaiiiigh ! get it off of me ! get it off of me ! get it off of me ! i got you ! ugh ... you getting anything ? bah ... ahh ! ooof ! oh , that 's an image i 'll never get out of my brain . blagh ! i knew it ! the serum is in here ! oh , this is going to be good ! ahh ... a-ha ! what ? it 's ... salsa ? we 've been spotted ! come get us ! over here , over here ! over ... here . hold tight ! oh . okay . alright , what do -- oh no . that 's not good . ! what are you doing here ? ha , ha , ha , ha , ha ... funny . , these are my , , and . , . , . hey ! i have an idea ! since and i have lots of work to do , why do n't you go and explore the mall ! here is some money . go buy some useless mall junk ! some headbands , and -- are you out of your gourd ? no ! she just works with me . okay , stop ! that is a song of lies . i do n't even like her ! now go have fun ! ha , ha , ha ! kids ... right ? they 're ... funny . huh . i am pretty fun . all right , i 'm going in . okay ! i get it ! i get it ! you ... know my name ? wow , this looks interesting . what is it ? yeah , not so much . oh , how about this impressive trinket ? yeah , i do n't care . ah ! and what do we have here ? no thanks . so what 's on the other side of the wall ? date ? ? ? boyfriend ? ? ? what ? ? ? oh , no , no , no ! do not say that they are ... no no no , no ! . what is going on here ? me llama-lama-ding-dong , who cares . let 's go . what the -- father ? ! oh ... look at you . haha . he likes me ! well , we really should be going . , come on . no ! you know , they 're not in love . they hardly know each other ! no , no , i am -- yes , but there has been a new development , and i 'm telling you , this is the guy . you need to arrest him immediately . and his deviously charming son . i 'm pretty sure that the son is involved , too . the son also . you 've got to get the son . i think that the son is the mastermind . there 's a look . there 's a devilish look in his eyes and i do n't like it ! evidence schmevidence ! i go with my gut , and my gut tells me that this guy is ! lock him up ! lock up the son . do n't forget about the son . the kid gives me the creeps ! no . i mean , sure , but it 's not him . it is ... ... . no . it is him ! and i will prove it ! , the wi-fi 's out ! ? hey , lance ! where the heck is ? alright , we need to revisit the number of vacation days you guys get . i ca n't find anybody anymore ! ! ! tell i 'm not here ! yes , i hear you . well ... ah . i can tell . we are in a restaurant , you know . ah . well , thank you very much . i was -- hahaha . hoooo . is it hot in here ? oof . how 's the food ? what ? ah ! i do n't think so . oh . what ? no . these locks are all mine ... hello ... hello , are you ... ? hello , , how you doin ' ... ? huh , tell me about it . yeah , you know , as far as dates go , i think i 'm good with just the one . yes . surprisingly , it was . quack ! quack ! quack ! no ! it was horrible ! high-five ! bump it . mr. ramsbottom ? what are you doing here ? got who ? ah . alright . so ... what now ? australia ... ? hey . yay . that 's great . and now you 're going to australia ? great . well ... good luck . your lipstick taser ? oh . thank you , . well ... it looks like they need you , so ... ah , thank you . remember when you said that i liked ? well , it turns out ... you 're right . yes , but ... well , she 's moving away . i 'm never going to see her again . oh , i do n't -- i do n't think so , sweetheart . `` hello , . this is . i know up to this point our relationship has been strictly professional , and you 're leaving for australia and all , but ... '' okay , here is the question . `` would you like to -- to go out on a date ? '' okay , that 's not helping . all right . here we go . for real this time . i can do this . agh ! i hate you ! ah . okay . let 's party . ah ? but first let 's go over the rules . because what is fun without the rules ? , easy on the churros . , try not to kill anyone . -- aghhh ! okay ... there must be the standard six feet of space between you and boys . especially this boy . oh , nothing . nothing is wrong . i 'm just chilling with the guac ... from my chip hat . how did you know ? you ? what the -- huh . oo aaaahhh ... aaaahhh ! oooohhh . aha ! ha ha ha -- ouch ! ha ha ! i knew it ! you are ! nobody believed me ! ho ho ! but i knew you were n't dead ! dr. nefario ? whaaat ? this -- so , this is your new job opportunity ? ? agh ! together ? uh ... yeah ... probably ... despicable me 2 cinco & amp ; ken draft 84. i mean , yes ! yes . of course , yes , i just have a lot going on right now ... i just need to get some things off my plate before we start taking over the world , that 's all . no -- no , forget it ! one hundred percent ! i am in ! i think -- what is -- do you hear that -- i do . that 's calling me from on the surf -- totally in ! ! ! come on ! ooof ! we need to go home now ! where 's ? ! come on , we 're leav -- hey , what 's wrong ? yes ... they stink . sorry , honey , we 've got to go . no , it is not cool . plus , i pretty much knew it was him all along , so if anyone 's cool , it 's me . well , dr. nefario ... ? wha -- that 's impossible ! she 's on her way to australia ... not for long . come on . we 're getting her out of there . hey , guys . come on ! stay focused here ! curses . foiled again . these guys captured me . run ! up that tree ! hurry , hurry ! hey , hey ! nice work , dr. nefario ! thank you , doctor ! now let 's go get the -- you brought the ? you guys take care of the rest of the minions . i 'm going to find . it 's over , . now where is ? no ! lipstick taser ! do n't worry -- i will get you out of this ! i really hate that chicken . listen , -- we may not get out of this alive , so i need to ask you a question . if i 'd asked you out on a date , what would you have said ? ! ! where are you ? ! oh , ! they 'll be back ... "
11335,diner,TANK,m,"you had a payment to make . suppose to have it last night . no one in the office.got a call . you think this is fun and games ? little game that kids play , huh ? 'cause , i 'm not amused . tonight , . no if-ands-or-buts . walks away . slowly straightens up , takes in a few breaths and feels . his stomach . boag.. lucky can . "
11423,"doors, the",HAIRDRESSER,?,"no , i 'm going to worship it . what kind of shampoo are you using ? per yourself sweetheart , you do n't want split ends , you 're a celebrity now . you have very serious-serious hair , it needs to rebel . i 'll give it a tinge of something freaky . scaredy cat . honey , we do n't have enough time . what about you handsome ? all right , be mean ... "
11543,edward scissorhands,GRANDDAUGHTER,f,"why is it snowing , grandma ? where does it come from ? i want to hear . i 'm not sleepy . tell me , please . scissors ? a man ? hands , scissors ? it 's haunted . he did n't have a name ? how do you know ? you could have gone up there . you still could go . how do you know he 's still alive . "
11605,enough,JUPITER'S VOICE,m,"yesterday three men threatened to kill me if i helped you in any way . fortunately for you , this aroused my interest . i 'm sending this via your former boss . if you get it and need more , leave word at my office . what happened to your voice ? ; you okay ? otherwise everything 's okay ? get some rest , huh ? she presses end , says to tova , back to normal voice : "
11689,"fault in our stars, the",DOCTOR,f,"she 's depressed . i may switch you to zoloft . or lexapro . and twice a day instead of once . hmm ? have you been going to that support group i suggested ? 4. if you 're depressed -- -- support groups are a great way to connect with people who are ... on the same journey . just give it a chance , ok ? for me . who knows ? you might even find it ... enlightening . "
11766,flight,GAUNT YOUNG MAN,m,"can i bum a smoke ? i should quit , my cancer might get cancer . joke . you guys in the plane crash ? you 're the fucking pilot . 55. i saw you on tv . holy shit , man . tough deal , but you walked away or it looks like you limped away . home . home for me is the basement , they keep cancer treatment in the basement . i 'm livin ' here . no . i 'm dying here . fibro-mixzoid sarcoma , soft tissue sarcoma . very rare , god chose me . fuck yeah bitch . you 're a stupid fucker if you do n't believe in god . as soon as you realize that the random events in your life are god ... you live a much better life . you spend your life believing that you have all the control over what happens . bullshit . the plane you 're flying goes down ? out of your control . god gives you cancer . i have no control over that . did god give me cancer ? you bet your ass god gave me cancer . you think if i begged for cancer god would have given it to me ? 56. no ... because i assure you i have begged for god to take it away - and guess what ? i have no control over that . can i get another smoke ? what 's wrong with you honey ? you 're beautiful , do you know that ? do i scare you ? people either have to pretend they do n't see me or they 're drawn to me . it 's funny because people see me as being close to the other side -- they feel like i have power or wisdom . they think i have the answers . who knows ? maybe i do . death gives you perspective . i lived my life so indecisive , in a haze . but now that i 'm dying everything is so clear . it all makes sense somehow . i 'm sorry but i ca n't get over how beautiful you are ? look at your arm , you an addict ? what 's your name ? what do you do in the world ? where is it ? i 'll come by , i 'm easy , you can wash my head . do you think you 're gon na die ? 57. you 're not . you 're not gon na die . do n't you love her ? bullshit , i do . random act of god ? do n't think so . survive a plane crash to meet a gorgeous girl in a stairwell . fuck you man . i 'm sure they 're looking for me . my family just showed up from utah . you know it 's bad when they start flying in . every morning is special now , i 'm so grateful . it 's a trip , wish i could bottle this feeling i have ... about how beautiful every breath of life is.. can i get a smoke for the road ? thank you , i 'll pass them out in the cancer ward . take care , you 're gon na be okay . "
11807,forrest gump,OFFICER,m,"p.f.c . gump ? as you were . son , you 've been awarded the medal of honor . sergeant gump ! as you were . i have your discharge papers . your service is up , son . for the army it does . "
12040,the game,BAER,m,"i 'm giving you an overview of our little operation ! you got ta see the new breed of high yield saplings ... how was your flight ? you 've been planning this for months , have n't you ? sandbagging me like this , selling us for scrap ... i was friends with your father , you bastard , i watched you grow up , and now you kick me in the balls -- that 's not how you play the game . you could 've fucking told me ! ca n't find your keys ? up your ass ? i 'm not following you . "
12072,gandhi,POLICE SERGEANT,m,"oh , no , you bloody well do n't ! those passes are government property ! and i will arrest the first man who tries to burn one ! take him away ! now -- are there any more ? ! you little sammy stard -- i -- you want that kind of trouble -- you can have it ! "
12224,"godfather part iii, the",ANOTHER ANGLE,?,"the speech is over and as the audience applauds , the superintendent of the academy crosses an to grundellius . as picks up another picture , this one a framed studio portrait , inscribed , of the secretary . as she locks at it : as the fear comes up . noses into the slip . creak of pilings . the limousine drives onto the ferry . guns have appeared in the hands of the puerto ricans and they start to blast at the limousine from outside . the ferry whistle is blowing . one of the puerto rican kids is hit squarely in the chest . he flies back , azms up , legs sz readea_gi d , like he was hit in the chest with a baseball bat . the services finish and the group breaks into smaller informal , groupings . we move to tom and , who have drifted to one side . anoth.er angle as indicates a moon-faced man , imberto , about sixty , who is approaching them . as rocco lamm pone comes up , clearly agitated : the offers a tempting target . swings . the slaps his cap across 's face , grabs 's wrist and disarms him , throwing him to the ground . rolls to his feet , grabs up the killing knife and presses it to the instrutor 's throat . as comes into the room , palmateer gives him a pen and a couple of pieces of paper . has heard this last . as swings out of bed , naked , crossing out of the bedroom and into the hall . as a. second man appears . this one has a gun . the first man turns to him , speaking in a whisper . as : the second man stands motionless , is on . his feet and up to him . takes the qua from him and tossing it an the bed gestures , forefinger to lips , be quiet . now , turns to the man and . starts down the hall with him . has him by the back of the jacket , his tun pressed against the back of the second man 's head . as bursts bac k into the room , looks , then starts to scream . crosses up and taking her in his arms , softly comforts her . eagen comes around his desk to the door to greet as he enters , followed closely by the cold-looking ralph augusto . as lampone crosses to the window to watch augusto and leave through the pool area below , moves to danny . as grins , shakes hands around and exits , turns to . as the predominantly latin american crowd cheers , we pick out , in civilian clothes , amongst . the ' cheer- ing people . as anjelica turns , her coat swings open slightly and we see that she is dressed in a costume. -- a typical tropicana showgirl kind of thing . as , and- all ` ire at the same time , blowing magudo back down the basement stairs . and the others dive down the stairs . as borracho , pepe and.fararon run into the presidential palace , somebody has started pealing the bells of the cathedral . as e'ararcn cuts the soldier down , then turns to pepe : as pepe and fararon disappear into the darkness follow- ed by , and . pepe runs up , looks in . and the others follow . has broken off as he looks at-fararon . we realize that sometime during the chase the pharoah has taken a bullet in the chest . se 's dying , and pink bubbles of blood fora and break on his lips as he stiizggles for breath . as , pepe and run to the center of the airstrip , looking upward . we can hear the sound of an approaching aircraft . as limousines 4ith soldiers on the ; enders and roofs come inching through the fist-waving , threatening mob . as the gates are opened , soldiers with bayoneted rifles force the crowds back so that the cars can get through , as augusta , danny and the chauffeur move up toward the rear of the truck , the laborer jumps down off the big barrel he 's been sitting on . as the television newscaster switches to another item , we see a burning house , fire engines , so on . as rocco lampcne crosses up to him . as the corleone button men in the following car blasts at the attackers , the shotgun man blasts away . as sits . he 's not sure whether he likes or trusts or is ready to forgive his father , but he knows the sound of good sense when he hears it . takes out a cigar and goes about the ceremony of lighting it . there is a beat . to= and his father look at each other and for a moment we feel that is going to cross to his father , then the moment passes : as goes to his knees , his eyes goggling , the first young man has crosses to the window and opened it . now he and the second young man carry the wide-eyed new york don to the window and throw him out . as 's sailboat drifts in the calm , it 's sails up and motionless , it 's tiller untended . the patrol boat noses up : "
12272,"good girl, the",CUSTOMER,f,"that oneright there . no . excuse me ? oh , i 'm not buying anything today . i did n't bring my purse . wait , you gon na do my hair ? no . i think i look too white , do n't you think ? i think i look kinda wierd . oh . well , you 're the professoinal . do you like it ? "
12390,"green mile, the",FADE TO BLACK,?,"in blackness , a title card appears : "
12402,gremlins,OUTSIDE,?,"the blizzard is starting up . arrives at the broken window . he looks to the ground and sees the creatures are making their way down m in street . they are everywhere . on rooftops . front lawns . smashing through windows . breaking into homes . scattered human screams echo through the night . people are dying . mogwai is taking over the . town ' . runs to below 's window . he shouts to her . the rows of once peaceful , cheerful homes are now the scenes of frenzied horror . people run out into the night , screaming for help , only to be dragged to the ground by creatures . ravaged bodies lie in the snow . frozen . an ambulance is overturned on the roadside . phone lines are town down . the creatures have made their way across town . they now attack the last few houseson the block . the headlights shine on 's overturned police car . is . still alive . he screams for help . he closes the door . is safe . walks to the.sheriff 's car . he stays in the safety of the headlight 's beam . stops a few feet from the sheriff 's car . the passenger side is crushed . the driver 's side is barely damaged , save for a dented , jammed door . pounds against-the door . he wants out . grabs the car handle . he pulls hard . the door pops open . he pulls out . gets to his feet . he 's okay . looks the car . closes the door . a blanket of snow . covers everything . it snowed hard last night.. three feet 's worth . the creatures arrive at the top of the hill . they move to the greenhouse doors the sun is coming up . the darkness fades . and stand in the snow.. they look out over kingston falls . now a ghost town . looks at his sword . he pull back , nd throws the sword . it flip throw h the air . { snow . collapses in the snow . exhausted . kneels beside him. -- it close-up the tool box shakes and rattles in the worker 's hand . frightened , he throws the box-over a hilly , wooded area at the side of the road . "
12501,"hangover, the",OFFICER MERRIWEATHER,m,"where were you last night at 3am ? you think this is cute , son ? ! you think this is a game ? ! what do you know about ? runs the infamous shiang- xi crime organization , and is wanted in seven states for money laundering , drug smuggling , racketeering and murder . is that right ? you actually expect me to believe that dung ? if i find out you 're lying to me , son , i will take all of you down , is that clear ? if you know what 's good for you , you 'll get the hell out of vegas . "
12546,hard rain,SHERIFF,m,"so , are we all going to die ? do n't answer that , . says he 's gon na open another gate . we 're gon na get another rise . well , you would be if you wanted to get the last couple of paychecks some bastard owed you . you know , bob , as much as i 'd love to stand here all day talking about how great i am , if you do n't get moving i 'm gon na have to haul your sorry ass off to jail . you wan na know how to get the best revenge on the mayor and his boys ? you do exactly what we 're doing . you protect the town . you protect it better than they would . better than they ever could . any looter that comes in here is in for a big surprise , cause as long as i 'm still wearing this pointy thing ... ... nobody 's taking anything from this town . , i saw you . come on out . , i 'm not leaving until you come out . what are you still doing here ? that 's illegal , . you do n't need to set traps . that 's not happening this time . you ca n't stay , you know that . good . god 'll understand if you have to drown her in the basement , . what are you doing here ? , did you think the order was for everyone but you to evacuate ? what if he 'd had a gun , ? a lot of these looters carry guns . look , son , what were you doing in the church ? how much money did you have ? no , i do n't think so . you took the money , did n't you . jesus , , use your head . if he had n't hidden it , they woulda killed him , too . you got any id ? get out two rifles and a shotgun . well , yes , , i do . and even if i did n't , i 'd say we sure as hell had an obligation to check it out , do n't you think ? no , i think you better stay put . but that was -- , what 's the worst that 's ever happened to you ? when old mrs. dugan went after you with a knife ? this guy just got shot at ! smart move with the money . and i 'll check out the cemetery . you escort slugger ... ... out of town . get her to some high ground , then come on back . not any more you do n't . ... and they 're gon na regret that , i guarantee you . they 're gon na regret coming anywhere near this town tonight . and out he goes . , take 's boat . ... you locked him in . is he dead ? who ? let 's hear it , . shut up , both of you . let 's go find ; see if she 's got him . where was he going ? , remember when mike crane holed up in jack finch 's barn and said he was gon na burn it down ? right . and before you went in , i deputized you , you dumb son-of-a- bitch ! so when i say get down here , it 's not a request , it 's an order . so get down here ! now ! i wo n't need you for long . and bring your gun . hold your fire ! okay . hey , . that money i told you about ? from the armored car ? we 're gon na keep it . three million dollars . four ways . seven fifty apiece . you okay with that ? ? you okay with that ? then i guess you 've never been hunting with . we got two behind that crypt . get 'em . come on now , . they 're looters , ! they come and steal from an armored truck in our town -- they 're looters . no , they 're witnesses . jeez , , i always thought was the stupid one . read my lips . three million dollars . look at it ! a couple of those bags are gon na be yours , . i 'm the what ? for twenty years i 've been eating shit , breakfast , lunch and dinner . well , tonight i 'm changing the menu ! from now on everything i eat is gon na be shit-free ! can i make it any clearer , ? do you want me to draw pictures ? oh for -- okay , . but here 's how it 's gon na go . i 'm gon na hear one of two things out of you . either i 'm gon na hear you say you 're in with us , or ... ... i 'm gon na hear a bullet come out of that gun and go into me . seven hundred and fifty thousand dollars or ... ... you kill me . your choice . there we go . then go get some bottles . it 'll be fine . fuck the town . what 're you doing ? oh , for christsakes , just dump her here . just dump her here ! ! goddamnit , we 've got ta get them outta there ! ! on a date . you all set ? then let 's go . we can get started without him , the dumb shit . he wo n't be long . besides , we got . 's gon na earn his money on this , are n't you ? they 're not coming out , ! we have to get them ! we have to kill them ! do you understand ? if they 're not dead , we got jack shit ! where are they ? ! jesus ! you take care of him ! they went back to her house . it 's -- ? how much time we got ? guess ! then i 'd say you boys better drop your guns . that 's the deal ! you let me and go -- with a few of these bags -- and i 'll tell you where to find . it 's the only way you 're gon na find her ! so , you just gon na kill me ? you should 've just killed me . yeah , you 're right . "
12609,hellraiser,FEMALE CENOBITE,f,"we ca n't . not alone . if he takes another step , we open his throat . good . oh yes . but if you cheat us ... we had to hear it from his own lips - do n't leave us yet - we 've got such sights to show you - ... do n't ... "
12703,hollow man,ELEVATOR,m,"authorization please . authorization verified . good morning , dr. caine . authorization please . authorization invalid . request denied . authorization please . authorization invalid . request denied . authorization please . authorization invalid . request denied . authorization please ? authorization valid . thank you . "
12720,horrible bosses,UPS GIRL,f,"excuse me ? can you sign for this , please ? i 'm sorry ? what do you mean ? nothing 's gon na happen . i 'm just a . you shut up . it 's true . why ? myrna . okay . "
12758,how to lose friends & alienate people,WOMAN'S VOICE,f,"yes , it is . this is celia parsons speaking . all right . what ? 28. are you sure you 're calling from sharps magazine ? tell me stanley , why have they given you this assignment if you do n't know who one of the most famous artists in america is ? he 's a man . he 's an , yes . you do realize that is a personal friend of mine ? right . ? "
12857,"i, robot",ROBERTSON,m,"remind me to cut back on my talk show appearances . welcome to u.s. ics , detective . i regret you 're not visiting us under more pleasant circumstances . allow me to introduce mr. , our head of legal affairs . and the gentleman to my right is dr. alfred lanning , director of research . they 'll be available to answer any questions you might have during your investigation . you 'll understand how anxious we are to resolve this matter -- especially before the press gets wind of it . there are some anti- sentiments out there as you know , detective , and we 're not eager to stir them up . so . where would you like to begin ? susan ? perhaps you can assist us here ? dr. is our chief psychologist . dr. was at my side from the very beginnings of this company . we developed the `` three laws of ics '' together . but these days science is a young man 's game . by the time you hit thirty your best years are behind you . some of us are kicked upstairs . others i 'm afraid are n't so lucky . dr. took his own life . i trust you will come to the same swift conclusion , detective . dr. lanning will make himself available if you have any further questions . susan would be happy to assist you . i think we 're done here , susan . i said i think we 're done . we have the evidence . we have the suspect . we have a ruling . so imagine my surprise when i was told you were in my building . and that one of my own employees brought you here . you can go now , susan . just be thankful i 'm not asking you to clean out your office . you do n't seem to be able to let go of this case , detective . the relentless pursuit of truth . is n't that what cops are known for ? to the point of futility . `` covered up ? '' that 's a little dramatic , do n't you think ? thanks to you , we caught the machine that did this and are destroying it in ... ... three hours . believe me -- i 'd like nothing more than to have that . if i could have it in ten years , but not today . as you can see from the press , people are struggling to keep up as it is . there 's a hunger for progress , detective . but also a fear . today it would bury this company . that 's why i 've notified the authorities that we 're going to end this -- tonight . the announcement of heinrich 's death at the hands of a wiped a billion dollars off our stock . so you tell me . if you were in my position , what would you do ? now . i believe this conversation is over . i do n't want to see you near this building again , detective . get him out of here . "
13118,it's a wonderful life,OWNER,m,"what do you think you 're doing ? now look what you did . my greatgrandfather planted this tree . hey , you ... hey , you ! come back here , you drunken fool ! get this car out of here ! good evening . i beg your pardon ? what tree ? you must mean two other trees . you had me worried . one of the oldest trees in sville . i mean sville . do n't you think i know where i live ? what 's the matter with you ? "
13270,judge dredd,(X),m,"scanning for identity , unknown male , approximately 200 cm . tall , weighing nine . eight . seven . six - there 's a way in : six years ago two cursed earthers figured it out . . give me your word you 'll help me raise the kids . "
13310,"king's speech, the",WINSTON CHURCHILL,m,"turn that devil off ! if only one could do that so easily in real life . neville is an old woman . we 'll see who trips and falls . nice of you to say so , stanley . depends on the definition . he has . our monarch basks in the warming rays of a celestial orb . her name is wally . a bad omen , your grace ? is that be the motto of the new reign ? indeed , will there actually be `` a new reign '' ? you do n't look it . that may be increasingly difficult to maintain . i 've been informed by no less an authority than the prime minister that our populace has no objection to royal fornication , but will never tolerate adultery . my turn to be profoundly shocked . the winds of war ... a gathering storm ? would you prefer the next brother ? a bi-sexual former drug addict ? the unwashed moralistic populace will adore that ! now there 's dimness . thus we 're left with , the rightful heir , who speaks beautifully , even if he talks nonsense . come , let us bury one king , before we attempt to bring another to his knees . five hundred year old oaks ! part of the hill ! removed to improve the view ! erotic sexual techniques beyond polite imagination ? i realize of course , that may be outside your personal experience . if anyone should know , it would be your grace . i 'd not appreciated your grace was so well versed concerning things testicular ! a veritable encyclopedic font of scatological information . and the brother ? has it occurred to you , as it has only occurred to me , that a monarch with a gland problem , who realizes he can not produce issue , might not wish to be king ... ? knowing his lack of issue may well become a major issue indeed . according to the f.b.i ... . she is , after all , one of their citizens ... our monarch does not possess exclusive rights to mrs. simpson 's sexual favours . hitler 's ambassador , count von ribbentrop , has been sending her 17 carnations every day ... one for each time they 've slept together . vividly put . allow me to test new waters . on the contrary , mam . court etiquette decrees royalty must be greeted by the official host . in this case : the king . you behaved impeccably . as always . a relative ? you 're well aware , of course , george iv 's wife , mrs. fitzherbert , was very common indeed ... and previously married . she signed an agreement that she could never become queen , and their children could not be royal . a rather sensible morganatic arrangement . i would disremember at my peril . nice of you to invite me to your digs , stanley . my opportunity to redecorate will come soon enough , stanley . feels there are n't that many people in australia . bloody irish . ah , the kiwis ! he wo n't budge . good of you to see me at this late hour . i was . `` i am now free to tell you how i was jockeyed out of the throne . '' wallis wrote it for him . i 'll burn it . i fear your brother is like the child in a fairy story , given everything in the world , but they forgot his soul . quite happy to bring his nation to the brink of civil war just as we face global conflict . oh , there 'll be war , alright . your brother held conversations with the duke of saxe-coburg , your cousin , a ranking member of the nazi party . i have the scotland yard intercept : `` who is king here ? or i ? i myself wish to talk with hitler , and will do so here or in germany . '' i doubt england is ready to return to absolute monarchy . `` if i do n't get my way , when the war comes , hitler will crush everyone , including the americans . the british may not want me as their king , but i 'll soon be back as their leader . '' his intent seems crystal clear . mugs for his cancelled coronation will soon be on clearance sale . depends how badly the horse you 're on stumbles . i must decline . reluctantly . sorry . i 've written a new speech for him . it does have a rather nice turn of phrase . very well , lord e.w . it is . certainly not . not exactly a dummy , is he ? only the vulgar ones . to our new king . is this a ` slightly pregnant pause ' ? demonstrably untrue . patently erroneous . some correctness in that . what do you propose ? shorten the ceremony ? or no ceremony at all ? i believed so . but what we need is a pageant of pomp and pomposity to impress the world . so , we plonk a tinsel crown on his head and lock him in a closet ? who then will spiritually lead this great nation into war ? who will address the far flung corners of the empire , rallying all to our defense ? the head of our church ? is that what you have in mind ? best ask our new king . excuse me , sir , duty calls . there were tears in my eyes too , your grace , particularly when i saw you and the dean of westminster cannoning into each other . more tears when our new monarch started towards his throne , only to be brought to an abrupt halt owing to one of the bishops treading on his robe . amidst a vitrine of glittering jewels , bobbing tiaras , and heaving bosoms . my tenure will be shorter , if the king fails tonight . could n't have said it better myself . "
13322,"king's speech, the",THE BOYS,?,"thanks , dad ! and mum ! shake ! shake ! shake ! caliban ! thanks , dad . thanks , mum . thank you , dad ! thank you , mum ! "
13405,l.a. confidential,OLDER GENTLEMAN,m,"is it the cops ? i do n't understand , doll , we just got started . gosh , kitten , i do n't know ... alright . this time i 'll go , but next time -- you tell mr. i have no intention of changing my vote . it may surprise some , but a mature man , enlightened by the facts , can change him mind ... "
13430,"ladykillers, the",GENERAL,?,so sorry . -- rock ! ... very bad . no extra share ! so sorry . must float like a leaf on the river of life . and kill old lady . must shoot ! must shoot ! 
